29,manual-main-129396,Media-Decode-CNL-PreETM,03:21:16,03:21:17,68:47:28,"",22:46:42,00:49:23,23:36:05
29,manual-main-129396,Media-Decode-BXT-PreETM,22:46:41,22:46:42,217:47:18,"",22:46:42,00:49:23,23:36:05
29,manual-main-129394,Media-Decode-BXT-PreETM,19:18:03,19:18:03,327:09:34,"",19:18:03,00:58:16,20:16:19
29,manual-main-129394,Media-Decode-CNL-PreETM,04:13:55,04:13:55,42:39:18,"",19:18:03,00:58:16,20:16:19
29,manual-main-129393,Media-Decode-CNL-PreETM,03:32:30,03:32:30,73:58:40,"",6:18:23,00:56:43,07:15:06
29,manual-main-129393,Media-Decode-BXT-PreETM,06:18:23,06:18:23,305:11:01,"",6:18:23,00:56:43,07:15:06
29,manual-main-129353,Media-Decode-BXT-PreETM,17:05:29,17:05:29,169:29:13,3:39:24,67:33:07,01:05:02,68:38:09
29,manual-main-129353,Media-CP-BXT-PreETM,02:22:33,02:22:33,359:58:35,3:39:24,67:33:07,01:05:02,68:38:09
29,manual-main-129353,Media-Decode-CNL-PreETM,06:05:19,06:05:19,46:27:04,3:39:24,67:33:07,01:05:02,68:38:09
29,manual-main-129353,Media-Encode-BXT-PreETM,31:31:56,31:31:56,406:39:37,3:39:24,67:33:07,01:05:02,68:38:09
29,manual-main-129353,Media-Encode-CNL-PreETM,07:08:57,67:28:24,45:35:06,3:39:24,67:33:07,01:05:02,68:38:09
29,manual-main-129353,Media-Encode-KBL-PreETM,04:02:12,04:02:12,20:12:35,3:39:24,67:33:07,01:05:02,68:38:09
29,manual-main-129353,Media-VP-BXT-PreETM,06:55:31,06:55:31,63:14:17,3:39:24,67:33:07,01:05:02,68:38:09
29,manual-main-129353,Media-Encode-Pre-ETM-BXT-Android,06:17:24,06:17:24,14:18:49,3:39:24,67:33:07,01:05:02,68:38:09
29,manual-main-129349,Media-Encode-KBL-PreETM,03:07:27,03:07:27,17:11:15,"",5:58:52,01:05:56,07:04:48
29,manual-main-129349,Media-Encode-CNL-PreETM,05:55:22,05:55:22,49:25:13,"",5:58:52,01:05:56,07:04:48
29,manual-main-129349,Media-Encode-BXT-PreETM,03:23:38,03:23:38,42:45:52,"",5:58:52,01:05:56,07:04:48
29,manual-main-129327,Media-VP-BXT-PreETM,04:12:28,04:12:28,50:04:07,"",4:12:28,01:11:53,05:24:21
29,manual-main-129317,Media-VP-BXT-PreETM,04:03:48,04:03:48,43:41:43,"",4:03:48,01:05:40,05:09:28
29,manual-main-129275,Media-VP-BXT-PreETM,07:11:43,07:11:43,51:36:34,"",7:11:43,01:14:11,08:25:54
29,manual-main-129275,Media-CP-BXT-PreETM,00:15:33,00:15:33,383:58:52,"",7:11:43,01:14:11,08:25:54
29,manual-main-129129,Media-CP-BXT-PreETM,00:11:42,00:11:42,359:58:59,182:05:26,166:29:57,01:08:50,67:38:47
29,manual-main-129129,Media-Decode-BXT-PreETM,05:59:20,166:29:12,253:51:25,182:05:26,166:29:57,01:08:50,67:38:47
29,manual-main-129129,Media-Decode-CNL-PreETM,08:19:37,08:19:38,47:25:23,182:05:26,166:29:57,01:08:50,67:38:47
29,manual-main-129118,Media-VP-BXT-PreETM,13:20:04,13:20:04,68:29:36,"",13:20:04,01:14:01,14:34:05
29,manual-main-129068,Media-VP-BXT-PreETM,04:26:02,04:26:02,48:32:07,"",4:26:02,01:16:40,05:42:42
29,manual-main-129068,Media-CP-BXT-PreETM,00:21:56,00:21:56,359:58:27,"",4:26:02,01:16:40,05:42:42
29,manual-main-129063,Media-VP-BXT-PreETM,04:54:50,04:54:51,46:05:42,"",4:54:51,01:02:53,05:57:44
